Date of Journey,Departure Station,Arrival Destination,Departure Time,Percentage Delay,Delay Category,Departure Hour,DayOfWeek,IsWeekend,Month,IsPeakHour
2024-02-18,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-16,london st pancras,birmingham new street,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-03,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-13,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-03,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-13,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-02-28,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-23,manchester piccadilly,liverpool lime street,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-04,london kings cross,york,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-22,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-16,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-15,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-26,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-29,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-14,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-21,london st pancras,birmingham new street,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-12,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-12,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-02-20,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-05,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-22,birmingham new street,london st pancras,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-02-09,liverpool lime street,manchester piccadilly,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-02-17,birmingham new street,london st pancras,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-02-23,liverpool lime street,manchester piccadilly,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-02-10,london kings cross,york,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-02,liverpool lime street,manchester piccadilly,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-27,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-04,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-02,liverpool lime street,manchester piccadilly,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-29,york,doncaster,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-25,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-06,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-08,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-19,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-13,london paddington,reading,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-09,liverpool lime street,london euston,2025-11-24 08:00:00,22.22222222222222,Medium,8,0,0,11,True
2024-02-29,liverpool lime street,london euston,2025-11-24 08:00:00,21.48148148148148,Medium,8,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-03,birmingham new street,london euston,2025-11-24 08:00:00,52.5,Long,8,0,0,11,True
2024-02-10,manchester piccadilly,london euston,2025-11-24 08:00:00,36.36363636363637,Long,8,0,0,11,True
2024-02-18,london paddington,reading,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-04,reading,oxford,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-24,liverpool lime street,london euston,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-03,reading,oxford,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-02-15,manchester piccadilly,london euston,2025-11-24 08:00:00,22.727272727272727,Medium,8,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 08:00:00,31.11111111111111,Long,8,0,0,11,True
2024-02-03,manchester piccadilly,london euston,2025-11-24 08:00:00,49.09090909090909,Long,8,0,0,11,True
2024-02-27,reading,oxford,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-03,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 11:15:00,0.0,On Time,11,0,0,11,False
2024-02-05,york,liverpool lime street,2025-11-24 08:15:00,cancelled,Cancelled,8,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 11:30:00,0.0,On Time,11,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 09:45:00,0.0,On Time,9,0,0,11,True
2024-02-02,london euston,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-02,london st pancras,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-08,liverpool lime street,manchester piccadilly,2025-11-24 09:45:00,0.0,On Time,9,0,0,11,True
2024-02-07,manchester piccadilly,liverpool lime street,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-02-23,london euston,birmingham new street,2025-11-24 09:45:00,0.0,On Time,9,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-02-02,london euston,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-26,manchester piccadilly,liverpool lime street,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-02-25,manchester piccadilly,liverpool lime street,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 12:00:00,0.0,On Time,12,0,0,11,False
2024-02-05,manchester piccadilly,liverpool lime street,2025-11-24 09:00:00,153.33333333333334,Extreme,9,0,0,11,True
2024-02-04,london euston,birmingham new street,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-02-22,london st pancras,birmingham new street,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-02-18,london st pancras,birmingham new street,2025-11-24 09:15:00,0.0,On Time,9,0,0,11,True
2024-02-25,london st pancras,birmingham new street,2025-11-24 09:15:00,0.0,On Time,9,0,0,11,True
2024-02-09,manchester piccadilly,liverpool lime street,2025-11-24 09:15:00,0.0,On Time,9,0,0,11,True
2024-02-02,liverpool lime street,manchester piccadilly,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 09:45:00,24.545454545454547,Medium,9,0,0,11,True
2024-02-02,london euston,birmingham new street,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 13:00:00,0.0,On Time,13,0,0,11,False
2024-02-19,liverpool lime street,birmingham new street,2025-11-24 10:00:00,0.0,On Time,10,0,0,11,False
2024-02-02,london paddington,reading,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-23,london kings cross,york,2025-11-24 10:15:00,0.0,On Time,10,0,0,11,False
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-02-02,reading,london paddington,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-16,manchester piccadilly,liverpool lime street,2025-11-24 10:45:00,0.0,On Time,10,0,0,11,False
2024-02-21,london euston,birmingham new street,2025-11-24 10:45:00,0.0,On Time,10,0,0,11,False
2024-02-02,manchester piccadilly,london paddington,2025-11-24 13:45:00,cancelled,Cancelled,13,0,0,11,False
2024-02-27,manchester piccadilly,liverpool lime street,2025-11-24 11:00:00,543.3333333333334,Extreme,11,0,0,11,False
2024-02-03,manchester piccadilly,york,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-03,manchester piccadilly,sheffield,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-18,london paddington,liverpool lime street,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-21,london kings cross,york,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 11:15:00,33.33333333333333,Long,11,0,0,11,False
2024-02-20,liverpool lime street,manchester piccadilly,2025-11-24 11:15:00,130.0,Extreme,11,0,0,11,False
2024-02-29,london euston,birmingham new street,2025-11-24 11:30:00,0.0,On Time,11,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-02-16,london paddington,reading,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-21,london euston,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-02,london paddington,reading,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-02-25,london paddington,reading,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-02-03,london kings cross,york,2025-11-24 09:30:00,0.0,On Time,9,0,0,11,True
2024-02-03,london st pancras,birmingham new street,2025-11-24 12:00:00,cancelled,Cancelled,12,0,0,11,False
2024-02-17,manchester piccadilly,liverpool lime street,2025-11-24 12:00:00,0.0,On Time,12,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 12:30:00,0.0,On Time,12,0,0,11,False
2024-02-02,london paddington,reading,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-05,liverpool lime street,manchester piccadilly,2025-11-24 12:30:00,0.0,On Time,12,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-03,york,edinburgh,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-18,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-13,london paddington,reading,2025-11-24 12:45:00,cancelled,Cancelled,12,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-25,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 16:00:00,45.0,Long,16,0,0,11,True
2024-02-02,liverpool lime street,manchester piccadilly,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 13:00:00,0.0,On Time,13,0,0,11,False
2024-02-02,london euston,birmingham new street,2025-11-24 16:00:00,45.0,Long,16,0,0,11,True
2024-02-05,liverpool lime street,manchester piccadilly,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-23,birmingham new street,london st pancras,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-24,manchester piccadilly,liverpool lime street,2025-11-24 13:15:00,cancelled,Cancelled,13,0,0,11,False
2024-02-25,manchester piccadilly,liverpool lime street,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-03,manchester piccadilly,sheffield,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-10,manchester piccadilly,liverpool lime street,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-02,london kings cross,york,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-20,manchester piccadilly,liverpool lime street,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-22,liverpool lime street,sheffield,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-02-02,london kings cross,york,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-02,london kings cross,york,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-02,london kings cross,york,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-02,london kings cross,york,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-03,liverpool lime street,sheffield,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 16:45:00,0.0,On Time,16,0,0,11,True
2024-02-02,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 14:00:00,0.0,On Time,14,0,0,11,False
2024-02-27,london st pancras,birmingham new street,2025-11-24 14:00:00,0.0,On Time,14,0,0,11,False
2024-02-05,london st pancras,birmingham new street,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-03,london paddington,reading,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-04,manchester piccadilly,liverpool lime street,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-02,london kings cross,york,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,193.33333333333334,Extreme,17,0,0,11,True
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,193.33333333333334,Extreme,17,0,0,11,True
2024-02-09,london paddington,reading,2025-11-24 14:30:00,0.0,On Time,14,0,0,11,False
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,193.33333333333334,Extreme,17,0,0,11,True
2024-02-24,london st pancras,birmingham new street,2025-11-24 14:30:00,0.0,On Time,14,0,0,11,False
2024-02-02,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-02,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 15:00:00,0.0,On Time,15,0,0,11,False
2024-02-10,london st pancras,birmingham new street,2025-11-24 15:15:00,0.0,On Time,15,0,0,11,False
2024-02-20,london st pancras,birmingham new street,2025-11-24 15:15:00,0.0,On Time,15,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 15:15:00,0.0,On Time,15,0,0,11,False
2024-02-22,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-13,london kings cross,york,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-16,london paddington,reading,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-17,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-03,london st pancras,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-06,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-11,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-21,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-05,london kings cross,york,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-02,birmingham new street,wolverhampton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-02,london kings cross,york,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-10,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-02,london st pancras,birmingham new street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-02,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-03,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-02,london euston,manchester piccadilly,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-02,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-22,manchester piccadilly,liverpool lime street,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-02-02,london st pancras,birmingham new street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-02,london st pancras,birmingham new street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-02,birmingham new street,nuneaton,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-14,london kings cross,york,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-07,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-29,york,peterborough,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-04,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-18,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-10,london euston,birmingham new street,2025-11-24 16:00:00,18.75,Medium,16,0,0,11,True
2024-02-04,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-03,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-19,london st pancras,leicester,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-09,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-22,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-22,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-06,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-24,london euston,birmingham new street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-17,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-15,birmingham new street,manchester piccadilly,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-11,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-09,liverpool lime street,leeds,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-05,manchester piccadilly,liverpool lime street,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-02-09,liverpool lime street,sheffield,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-02-02,london kings cross,york,2025-11-24 19:45:00,0.0,On Time,19,0,0,11,True
2024-02-02,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-02,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-02,london kings cross,york,2025-11-24 19:45:00,0.0,On Time,19,0,0,11,True
2024-02-09,london kings cross,york,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-13,liverpool lime street,manchester piccadilly,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-02,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-03,liverpool lime street,manchester piccadilly,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-04,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-02,birmingham new street,london euston,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-03,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-03,london paddington,reading,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-18,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-03,london st pancras,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-02,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-02,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-04,london euston,birmingham new street,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-03,liverpool lime street,london euston,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-02,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-18,london kings cross,york,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-02,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-15,liverpool lime street,manchester piccadilly,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 17:30:00,0.0,On Time,17,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-05,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-03,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-06,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-04,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-24,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-22,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-03,london euston,birmingham new street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-27,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-29,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london st pancras,birmingham new street,2025-11-24 18:00:00,0.0,On Time,18,0,0,11,True
2024-02-15,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-04,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,150.0,Extreme,17,0,0,11,True
2024-02-22,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-28,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,146.66666666666666,Extreme,17,0,0,11,True
2024-02-21,london kings cross,york,2025-11-24 17:45:00,20.909090909090907,Medium,17,0,0,11,True
2024-02-03,london kings cross,york,2025-11-24 18:15:00,0.0,On Time,18,0,0,11,True
2024-02-24,london st pancras,birmingham new street,2025-11-24 18:15:00,0.0,On Time,18,0,0,11,True
2024-02-16,london kings cross,york,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-02-12,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-19,london paddington,reading,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-21,birmingham new street,coventry,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-15,reading,didcot,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
